uid,district,phone,url,county,chamber,address,email,name
606,108,919-733-5868,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=606&sChamber=House,Gaston,H,"NC House of Representatives,300 N. Salisbury Street, Room 538
,Raleigh, NC 27603-5925",John.Torbett@ncleg.net,Representative John A. Torbett  (Rep)
654,6,919-733-5906,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=654&sChamber=House,"Beaufort,Dare,Hyde,Washington",H,"NC House of Representatives,16 W. Jones Street, Room 1307
,Raleigh, NC 27601-1096",Paul.Tine@ncleg.net,Representative Paul Tine  (Dem)
48,23,919-715-3024,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=48&sChamber=House,"Edgecombe,Martin",H,"NC House of Representatives,300 N. Salisbury Street, Room 510
,Raleigh, NC 27603-5925",Joe.Tolson@ncleg.net,Representative Joe P. Tolson  (Dem)
676,71,919-733-5777,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=676&sChamber=House,Forsyth,H,"NC House of Representatives,16 W. Jones Street, Room 1015
,Raleigh, NC 27601-1096",Evelyn.Terry@ncleg.net,Representative Evelyn Terry  (Dem)
662,45,919-733-9892,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=662&sChamber=House,Cumberland,H,"NC House of Representatives,16 W. Jones Street, Room 2223
,Raleigh, NC 27601-1096",John.Szoka@ncleg.net,Representative John Szoka  (Rep)
629,51,919-715-3026,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=629&sChamber=House,"Harnett,Lee",H,"NC House of Representatives,300 N. Salisbury Street, Room 529
,Raleigh, NC 27603-5925",Michael.Stone@ncleg.net,Representative Mike C. Stone  (Rep)
592,90,919-715-1883,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=592&sChamber=House,"Surry,Wilkes",H,"NC House of Representatives,300 N. Salisbury Street, Room 635
,Raleigh, NC 27603-5925",Sarah.Stevens@ncleg.net,Representative Sarah Stevens  (Rep)
666,1,919-733-0010,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=666&sChamber=House,"Camden,Chowan,Currituck,Pasquotank,Perquimans,Tyrrell",H,"NC House of Representatives,300 N. Salisbury Street, Room 306A2
,Raleigh, NC 27603-5925",Bob.Steinburg@ncleg.net,Representative Bob Steinburg  (Rep)
628,15,919-715-9644,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=628&sChamber=House,Onslow,H,"NC House of Representatives,300 N. Salisbury Street, Room 530
,Raleigh, NC 27603-5925",Phil.Shepard@ncleg.net,Representative Phil Shepard  (Rep)
149,89,919-733-4948,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=149&sChamber=House,Catawba,H,"NC House of Representatives,16 W. Jones Street, Room 2204
,Raleigh, NC 27601-1096",Mitchell.Setzer@ncleg.net,Representative Mitchell S. Setzer  (Rep)
91,87,919-733-5931,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=91&sChamber=House,Caldwell,H,"NC House of Representatives,300 N. Salisbury Street, Room 301F
,Raleigh, NC 27603-5925",Edgar.Starnes@ncleg.net,Representative Edgar V. Starnes  (Rep)
671,3,919-733-5853,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=671&sChamber=House,"Beaufort,Craven,Pamlico",H,"NC House of Representatives,16 W. Jones Street, Room 1008
,Raleigh, NC 27601-1096",Michael.Speciale@ncleg.net,Representative Michael Speciale  (Rep)
309,37,919-733-2962,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=309&sChamber=House,Wake,H,"NC House of Representatives,300 N. Salisbury Street, Room 612
,Raleigh, NC 27603-5925",Paul.Stam@ncleg.net,Representative Paul Stam  (Rep)
647,105,919-733-5886,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=647&sChamber=House,Mecklenburg,H,"NC House of Representatives,16 W. Jones Street, Room 1323
,Raleigh, NC 27601-1096",Jacqueline.Schaffer@ncleg.net,Representative Jacqueline Michelle Schaffer  (Rep)
632,97,919-733-5782,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=632&sChamber=House,Lincoln,H,"NC House of Representatives,300 N. Salisbury Street, Room 402
,Raleigh, NC 27603-5925",Jason.Saine@ncleg.net,Representative Jason Saine  (Rep)
563,104,919-715-3009,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=563&sChamber=House,Mecklenburg,H,"NC House of Representatives,16 W. Jones Street, Room 2226
,Raleigh, NC 27601-1096",Ruth.Samuelson@ncleg.net,Representative Ruth Samuelson  (Rep)
664,63,919-733-5820,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=664&sChamber=House,Alamance,H,"NC House of Representatives,16 W. Jones Street, Room 1010
,Raleigh, NC 27601-1096",Stephen.Ross@ncleg.net,Representative Stephen M. Ross  (Rep)
311,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=311&sChamber=House,,H,,,Representative Deborah K. Ross  (Dem)
665,64,919-733-5905,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=665&sChamber=House,Alamance,H,"NC House of Representatives,300 N. Salisbury Street, Room 533
,Raleigh, NC 27603-5925",Dennis.Riddell@ncleg.net,Representative Dennis Riddell  (Rep)
653,115,919-733-5746,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=653&sChamber=House,Buncombe,H,"NC House of Representatives,16 W. Jones Street, Room 1004
,Raleigh, NC 27601-1096",Nathan.Ramsey@ncleg.net,Representative Nathan Ramsey  (Rep)
684,54,919-733-0057,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=684&sChamber=House,"Chatham,Lee",H,"NC House of Representatives,16 W. Jones Street, Room 1319
,Raleigh, NC 27601-1096",Robert.Reives@ncleg.net,"Representative Robert T. Reives, II  (Dem)"
680,7,919-715-3032,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=680&sChamber=House,"Franklin,Nash",H,"NC House of Representatives,16 W. Jones Street, Room 1209
,Raleigh, NC 27601-1096",Bobbie.Richardson@ncleg.net,Representative Bobbie Richardson  (Dem)
669,119,919-715-3005,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=669&sChamber=House,"Haywood,Jackson,Swain",H,"NC House of Representatives,16 W. Jones Street, Room 1017
,Raleigh, NC 27601-1096",Joe.Queen@ncleg.net,Representative Joe Sam Queen  (Dem)
497,48,919-733-5803,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=497&sChamber=House,"Hoke,Richmond,Robeson,Scotland",H,"NC House of Representatives,16 W. Jones Street, Room 1204
,Raleigh, NC 27601-1096",Garland.Pierce@ncleg.net,Representative Garland E. Pierce  (Dem)
670,118,919-733-5732,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=670&sChamber=House,"Haywood,Madison,Yancey",H,"NC House of Representatives,16 W. Jones Street, Room 1025
,Raleigh, NC 27601-1096",Michele.Presnell@ncleg.net,Representative Michele D. Presnell  (Rep)
633,82,919-715-2009,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=633&sChamber=House,Cabarrus,H,"NC House of Representatives,16 W. Jones Street, Room 1321
,Raleigh, NC 27601-1096",Larry.Pittman@ncleg.net,Representative Larry G. Pittman  (Rep)
625,41,919-733-5602,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=625&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 2121
,Raleigh, NC 27601-1096",Tom.Murry@ncleg.net,Representative Tom Murry  (Rep)
623,116,919-715-3012,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=623&sChamber=House,Buncombe,H,"NC House of Representatives,16 W. Jones Street, Room 2119
,Raleigh, NC 27601-1096",Tim.Moffitt@ncleg.net,Representative Tim D. Moffitt  (Rep)
339,111,919-733-4838,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=339&sChamber=House,Cleveland,H,"NC House of Representatives,16 W. Jones Street, Room 2301
,Raleigh, NC 27601-1096",Tim.Moore@ncleg.net,Representative Tim Moore  (Rep)
624,99,919-733-5606,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=624&sChamber=House,Mecklenburg,H,"NC House of Representatives,16 W. Jones Street, Room 1213
,Raleigh, NC 27601-1096",Rodney.Moore@ncleg.net,Representative Rodney W. Moore  (Dem)
575,5,919-733-5780,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=575&sChamber=House,"Bertie,Gates,Hertford,Pasquotank",H,"NC House of Representatives,300 N. Salisbury Street, Room 501
,Raleigh, NC 27603-5925",Annie.Mobley@ncleg.net,Representative Annie W. Mobley  (Dem)
683,50,919-715-3019,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=683&sChamber=House,"Durham,Orange",H,"NC House of Representatives,16 W. Jones Street, Room 1111
,Raleigh, NC 27601-1096",Graig.Meyer@ncleg.net,Representative Graig R. Meyer  (Dem)
639,16,919-715-9664,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=639&sChamber=House,"Onslow,Pender",H,"NC House of Representatives,300 N. Salisbury Street, Room 609
,Raleigh, NC 27603-5925",Chris.Millis@ncleg.net,Representative Chris Millis  (Rep)
71,31,919-715-2528,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=71&sChamber=House,Durham,H,"NC House of Representatives,16 W. Jones Street, Room 1227
,Raleigh, NC 27601-1096",Mickey.Michaux@ncleg.net,"Representative Henry M. Michaux, Jr.  (Dem)"
570,13,919-733-6275,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=570&sChamber=House,"Carteret,Jones",H,"NC House of Representatives,300 N. Salisbury Street, Room 634
,Raleigh, NC 27603-5925",Pat.McElraft@ncleg.net,Representative Pat McElraft  (Rep)
656,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=656&sChamber=House,,H,,,Representative Deb McManus  (Dem)
605,117,919-733-5956,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=605&sChamber=House,Henderson,H,"NC House of Representatives,300 N. Salisbury Street, Room 419B
,Raleigh, NC 27603-5925",Chuck.McGrady@ncleg.net,Representative Chuck McGrady  (Rep)
635,78,919-715-4946,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=635&sChamber=House,"Moore,Randolph",H,"NC House of Representatives,300 N. Salisbury Street, Room 418C
,Raleigh, NC 27603-5925",Allen.McNeill@ncleg.net,Representative Allen McNeill  (Rep)
667,8,919-715-3023,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=667&sChamber=House,"Pitt,Wilson",H,"NC House of Representatives,300 N. Salisbury Street, Room 306C
,Raleigh, NC 27603-5925",Susan.Martin@ncleg.net,Representative Susan Martin  (Rep)
63,30,919-733-7663,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=63&sChamber=House,Durham,H,"NC House of Representatives,300 N. Salisbury Street, Room 513
,Raleigh, NC 27603-5925",Paul.Luebke@ncleg.net,Representative Paul Luebke  (Dem)
487,34,919-733-5773,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=487&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 1023
,Raleigh, NC 27601-1096",Grier.Martin@ncleg.net,Representative Grier Martin  (Dem)
648,35,919-715-3010,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=648&sChamber=House,Wake,H,"NC House of Representatives,300 N. Salisbury Street, Room 603
,Raleigh, NC 27603-5925",Chris.Malone@ncleg.net,Representative Chris Malone  (Rep)
216,42,919-733-5775,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=216&sChamber=House,Cumberland,H,"NC House of Representatives,300 N. Salisbury Street, Room 509
,Raleigh, NC 27603-5925",Marvin.Lucas@ncleg.net,Representative Marvin W. Lucas  (Dem)
389,53,919-715-3015,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=389&sChamber=House,Harnett,H,"NC House of Representatives,16 W. Jones Street, Room 1326
,Raleigh, NC 27601-1096",David.Lewis@ncleg.net,Representative David R. Lewis  (Rep)
646,75,919-733-5747,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=646&sChamber=House,Forsyth,H,"NC House of Representatives,300 N. Salisbury Street, Room 610
,Raleigh, NC 27603-5925",Donny.Lambeth@ncleg.net,Representative Donny Lambeth  (Rep)
482,28,919-733-5849,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=482&sChamber=House,Johnston,H,"NC House of Representatives,300 N. Salisbury Street, Room 417B
,Raleigh, NC 27603-5925",James.Langdon@ncleg.net,"Representative James H. Langdon, Jr.  (Rep)"
621,93,919-733-7727,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=621&sChamber=House,"Ashe,Watauga",H,"NC House of Representatives,300 N. Salisbury Street, Room 420
,Raleigh, NC 27603-5925",Jonathan.Jordan@ncleg.net,Representative Jonathan C. Jordan  (Rep)
292,83,919-733-5861,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=292&sChamber=House,Cabarrus,H,"NC House of Representatives,300 N. Salisbury Street, Room 301D
,Raleigh, NC 27603-5925",Linda.Johnson2@ncleg.net,Representative Linda P. Johnson  (Rep)
620,65,919-733-5779,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=620&sChamber=House,"Caswell,Rockingham",H,"NC House of Representatives,300 N. Salisbury Street, Room 416A
,Raleigh, NC 27603-5925",Bert.Jones@ncleg.net,Representative Bert Jones  (Rep)
677,92,919-733-5654,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=677&sChamber=House,Mecklenburg,H,"NC House of Representatives,16 W. Jones Street, Room 1002
,Raleigh, NC 27601-1096",Charles.Jeter@ncleg.net,Representative Charles Jeter  (Rep)
595,39,919-733-5974,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=595&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 1013
,Raleigh, NC 27601-1096",Darren.Jackson@ncleg.net,Representative Darren G. Jackson  (Dem)
560,70,919-733-5865,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=560&sChamber=House,Randolph,H,"NC House of Representatives,300 N. Salisbury Street, Room 532
,Raleigh, NC 27603-5925",Pat.Hurley@ncleg.net,Representative Pat B. Hurley  (Rep)
598,17,919-301-1450,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=598&sChamber=House,Brunswick,H,"NC House of Representatives,300 N. Salisbury Street, Room 637
,Raleigh, NC 27603-5925",Frank.Iler@ncleg.net,Representative Frank Iler  (Rep)
46,56,919-733-7208,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=46&sChamber=House,Orange,H,"NC House of Representatives,300 N. Salisbury Street, Room 502
,Raleigh, NC 27603-5925",Verla.Insko@ncleg.net,Representative Verla Insko  (Dem)
53,79,919-733-5904,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=53&sChamber=House,"Davie,Forsyth",H,"NC House of Representatives,300 N. Salisbury Street, Room 302
,Raleigh, NC 27603-5925",Julia.Howard@ncleg.net,Representative Julia C. Howard  (Rep)
619,73,919-715-8361,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=619&sChamber=House,"Alexander,Wilkes,Yadkin",H,"NC House of Representatives,300 N. Salisbury Street, Room 639
,Raleigh, NC 27603-5925",Mark.Hollo@ncleg.net,Representative Mark W. Hollo  (Rep)
604,68,919-733-2406,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=604&sChamber=House,Union,H,"NC House of Representatives,300 N. Salisbury Street, Room 419A
,Raleigh, NC 27603-5925",Craig.Horn@ncleg.net,Representative D. Craig Horn  (Rep)
531,91,919-733-5609,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=531&sChamber=House,"Rockingham,Stokes",H,"NC House of Representatives,300 N. Salisbury Street, Room 305
,Raleigh, NC 27603-5925",Bryan.Holloway@ncleg.net,Representative Bryan R. Holloway  (Rep)
650,38,919-733-5758,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=650&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 1211
,Raleigh, NC 27601-1096",Yvonne.Holley@ncleg.net,Representative Yvonne Lewis Holley  (Dem)
618,110,919-715-2002,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=618&sChamber=House,"Cleveland,Gaston",H,"NC House of Representatives,16 W. Jones Street, Room 2123
,Raleigh, NC 27601-1096",Kelly.Hastings@ncleg.net,Representative Kelly E. Hastings  (Rep)
504,57,919-733-5771,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=504&sChamber=House,Guilford,H,"NC House of Representatives,16 W. Jones Street, Room 1218
,Raleigh, NC 27601-1096",Pricey.Harrison@ncleg.net,Representative Pricey Harrison  (Dem)
645,59,919-733-5191,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=645&sChamber=House,Guilford,H,"NC House of Representatives,300 N. Salisbury Street, Room 632
,Raleigh, NC 27603-5925",Jon.Hardister@ncleg.net,Representative Jon Hardister  (Rep)
674,72,919-733-5829,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=674&sChamber=House,Forsyth,H,"NC House of Representatives,16 W. Jones Street, Room 1305
,Raleigh, NC 27601-1096",Edward.Hanes@ncleg.net,"Representative Edward Hanes, Jr.  (Dem)"
572,29,919-733-5872,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=572&sChamber=House,Durham,H,"NC House of Representatives,300 N. Salisbury Street, Room 506
,Raleigh, NC 27603-5925",Larry.Hall@ncleg.net,Representative Larry D. Hall  (Dem)
617,18,919-733-5754,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=617&sChamber=House,"Brunswick,New Hanover",H,"NC House of Representatives,16 W. Jones Street, Room 1313
,Raleigh, NC 27601-1096",Susi.Hamilton@ncleg.net,Representative Susi H. Hamilton  (Dem)
616,112,919-733-5749,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=616&sChamber=House,"Burke,Rutherford",H,"NC House of Representatives,300 N. Salisbury Street, Room 304
,Raleigh, NC 27603-5925",Mike.Hager@ncleg.net,Representative Mike Hager  (Rep)
679,11,919-733-5755,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=679&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 1019
,Raleigh, NC 27601-1096",Duane.Hall@ncleg.net,Representative Duane Hall  (Dem)
672,12,919-733-5995,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=672&sChamber=House,"Craven,Greene,Lenoir",H,"NC House of Representatives,16 W. Jones Street, Room 1317
,Raleigh, NC 27601-1096",George.Graham@ncleg.net,Representative George Graham  (Dem)
615,47,919-715-0875,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=615&sChamber=House,Robeson,H,"NC House of Representatives,16 W. Jones Street, Room 1309
,Raleigh, NC 27601-1096",Charles.Graham@ncleg.net,Representative Charles Graham  (Dem)
651,49,919-733-5860,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=651&sChamber=House,Wake,H,"NC House of Representatives,300 N. Salisbury Street, Room 602
,Raleigh, NC 27603-5925",Jim.Fulghum@ncleg.net,"Representative Jim Fulghum, M.D.  (Rep)"
614,66,919-733-5823,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=614&sChamber=House,"Hoke,Montgomery,Richmond,Robeson,Scotland",H,"NC House of Representatives,300 N. Salisbury Street, Room 542
,Raleigh, NC 27603-5925",Ken.Goodman@ncleg.net,Representative Ken Goodman  (Dem)
317,44,919-733-5601,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=317&sChamber=House,Cumberland,H,"NC House of Representatives,16 W. Jones Street, Room 1021
,Raleigh, NC 27601-1096",Rick.Glazier@ncleg.net,Representative Rick Glazier  (Dem)
657,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=657&sChamber=House,,H,,,Representative Valerie P. Foushee  (Dem)
597,33,919-733-5880,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=597&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 1303
,Raleigh, NC 27601-1096",Rosa.Gill@ncleg.net,Representative Rosa U. Gill  (Dem)
157,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=157&sChamber=House,,H,,,Representative Mitch Gillespie  (Rep)
583,43,919-733-5959,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=583&sChamber=House,Cumberland,H,"NC House of Representatives,16 W. Jones Street, Room 1325
,Raleigh, NC 27601-1096",Elmer.Floyd@ncleg.net,Representative Elmer Floyd  (Dem)
644,76,919-733-5881,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=644&sChamber=House,"Cabarrus,Rowan",H,"NC House of Representatives,300 N. Salisbury Street, Room 607
,Raleigh, NC 27603-5925",Carl.Ford@ncleg.net,Representative Carl Ford  (Rep)
489,36,919-715-0795,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=489&sChamber=House,Wake,H,"NC House of Representatives,300 N. Salisbury Street, Room 307B1
,Raleigh, NC 27603-5925",Nelson.Dollar@ncleg.net,Representative Nelson Dollar  (Rep)
643,94,919-733-5935,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=643&sChamber=House,"Alleghany,Wilkes",H,"NC House of Representatives,300 N. Salisbury Street, Room 306A3
,Raleigh, NC 27603-5925",Jeffrey.Elmore@ncleg.net,Representative Jeffrey Elmore  (Rep)
34,101,919-715-2530,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=34&sChamber=House,Mecklenburg,H,"NC House of Representatives,300 N. Salisbury Street, Room 514
,Raleigh, NC 27603-5925",Beverly.Earle@ncleg.net,Representative Beverly M. Earle  (Dem)
463,114,919-715-2013,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=463&sChamber=House,Buncombe,H,"NC House of Representatives,300 N. Salisbury Street, Room 504
,Raleigh, NC 27603-5925",Susan.Fisher@ncleg.net,Representative Susan C. Fisher  (Dem)
379,24,919-733-5898,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=379&sChamber=House,"Pitt,Wilson",H,"NC House of Representatives,16 W. Jones Street, Room 1220
,Raleigh, NC 27601-1096",Jean.Farmer-Butterfield@ncleg.net,Representative Jean Farmer-Butterfield  (Dem)
603,61,919-733-5877,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=603&sChamber=House,Guilford,H,"NC House of Representatives,300 N. Salisbury Street, Room 613
,Raleigh, NC 27603-5925",John.Faircloth@ncleg.net,Representative John Faircloth  (Rep)
681,85,919-733-5862,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=681&sChamber=House,"Avery,McDowell,Mitchell",H,"NC House of Representatives,16 W. Jones Street, Room 1006
,Raleigh, NC 27601-1096",Josh.Dobson@ncleg.net,Representative Josh Dobson  (Rep)
33,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=33&sChamber=House,,H,,,Representative Jerry C. Dockham  (Rep)
642,106,919-733-5807,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=642&sChamber=House,Mecklenburg,H,"NC House of Representatives,16 W. Jones Street, Room 1109
,Raleigh, NC 27601-1096",Carla.Cunningham@ncleg.net,Representative Carla D. Cunningham  (Dem)
576,100,919-715-0706,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=576&sChamber=House,Mecklenburg,H,"NC House of Representatives,300 N. Salisbury Street, Room 403
,Raleigh, NC 27603-5925",Tricia.Cotham@ncleg.net,Representative Tricia Ann Cotham  (Dem)
613,4,919-715-3021,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=613&sChamber=House,"Duplin,Wayne",H,"NC House of Representatives,300 N. Salisbury Street, Room 416B
,Raleigh, NC 27603-5925",Jimmy.Dixon@ncleg.net,Representative Jimmy Dixon  (Rep)
637,19,919-733-5786,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=637&sChamber=House,New Hanover,H,"NC House of Representatives,300 N. Salisbury Street, Room 418B
,Raleigh, NC 27603-5925",Ted.Davis@ncleg.net,"Representative Ted Davis, Jr.  (Rep)"
675,74,919-733-5787,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=675&sChamber=House,Forsyth,H,"NC House of Representatives,300 N. Salisbury Street, Room 606
,Raleigh, NC 27603-5925",Debra.Conrad@ncleg.net,Representative Debra Conrad  (Rep)
26,26,919-733-5605,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=26&sChamber=House,Johnston,H,"NC House of Representatives,16 W. Jones Street, Room 2207
,Raleigh, NC 27601-1096",Leo.Daughtry@ncleg.net,Representative N. Leo Daughtry  (Rep)
476,14,919-715-6707,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=476&sChamber=House,Onslow,H,"NC House of Representatives,300 N. Salisbury Street, Room 417A
,Raleigh, NC 27603-5925",George.Cleveland@ncleg.net,Representative George G. Cleveland  (Rep)
611,25,919-733-5802,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=611&sChamber=House,"Franklin,Nash",H,"NC House of Representatives,16 W. Jones Street, Room 1106
,Raleigh, NC 27601-1096",Jeff.Collins@ncleg.net,Representative Jeff Collins  (Rep)
678,88,919-733-5607,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=678&sChamber=House,Mecklenburg,H,"NC House of Representatives,300 N. Salisbury Street, Room 536
,Raleigh, NC 27603-5925",Rob.Bryan@ncleg.net,Representative Rob Bryan  (Rep)
668,20,919-733-5830,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=668&sChamber=House,New Hanover,H,"NC House of Representatives,300 N. Salisbury Street, Room 638
,Raleigh, NC 27603-5925",Rick.Catlin@ncleg.net,Representative Rick Catlin  (Rep)
659,109,919-733-5809,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=659&sChamber=House,Gaston,H,"NC House of Representatives,300 N. Salisbury Street, Room 608
,Raleigh, NC 27603-5925",Dana.Bumgardner@ncleg.net,Representative Dana Bumgardner  (Rep)
574,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=574&sChamber=House,,H,,,Representative Angela R. Bryant  (Dem)
582,67,919-733-5908,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=582&sChamber=House,"Montgomery,Stanly",H,"NC House of Representatives,300 N. Salisbury Street, Room 307A
,Raleigh, NC 27603-5925",Justin.Burr@ncleg.net,Representative Justin P. Burr  (Rep)
322,102,919-733-5827,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=322&sChamber=House,Mecklenburg,H,"NC House of Representatives,16 W. Jones Street, Room 1221
,Raleigh, NC 27601-1096",Becky.Carney@ncleg.net,Representative Becky Carney  (Dem)
663,55,919-715-3029,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=663&sChamber=House,"Anson,Union",H,"NC House of Representatives,16 W. Jones Street, Room 2219
,Raleigh, NC 27601-1096",Mark.Brody@ncleg.net,Representative Mark Brody  (Rep)
610,81,919-715-0873,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=610&sChamber=House,Davidson,H,"NC House of Representatives,300 N. Salisbury Street, Room 633
,Raleigh, NC 27603-5925",Rayne.Brown@ncleg.net,Representative Rayne Brown  (Rep)
655,9,919-733-5757,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=655&sChamber=House,Pitt,H,"NC House of Representatives,300 N. Salisbury Street, Room 604
,Raleigh, NC 27603-5925",Brian.Brown@ncleg.net,Representative Brian Brown  (Rep)
608,60,919-733-5825,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=608&sChamber=House,Guilford,H,"NC House of Representatives,16 W. Jones Street, Room 1217
,Raleigh, NC 27601-1096",Marcus.Brandon@ncleg.net,Representative Marcus Brandon  (Dem)
